id	village	rus_village	village_altnames	lat	lon	coord_source	settlement_type	lang	aff	family	republic	region	elevation	kutans	source	page	dialect_toplevel	dialect_toplevel_cyr	dialect_nt1	dialect_nt1_cyr	dialect_nt2	dialect_nt2_cyr	dialect_nt3	dialect_nt3_cyr	village_dialect	gltl_village_dialect	gltc_village_dialect	gltl_dialect	gltc_dialect	gltc_lang	lang_col	aff_col	dialect_comment	villagelang_comment	manual
655	Tazbichi	Тазбичи		42.707778	45.597222	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1073.07141113281	FALSE											Tazbichi					chec1245	#996600	#996633			no
656	Pezhey	Пежей		42.713149	45.427287	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1285.93981933594	FALSE											Pezhey					chec1245	#996600	#996633			no
657	Malilaul	Малилаул		42.714121	46.046985	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1655.38256835938	FALSE											Malilaul					chec1245	#996600	#996633			no
658	Cacakh	Цацах		42.714722	45.504167	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1030.90075683594	FALSE											Cacakh					chec1245	#996600	#996633			no
659	Korotakh	Коротах		42.7175	45.263333	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1720.28405761719	FALSE											Korotakh					chec1245	#996600	#996633			no
660	Khorci-pada	Хорци-Пада		42.718039	45.410685	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1153.46826171875	FALSE											Khorci-pada					chec1245	#996600	#996633			no
661	Bechigi	Бечиги		42.72	45.49	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	896.9091796875	FALSE											Bechigi					chec1245	#996600	#996633			no
662	Basty	Басты		42.72353	45.28124	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1410.01904296875	FALSE											Basty					chec1245	#996600	#996633			no
663	Tuskharoy	Тусхарой		42.724444	45.530278	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1346.51806640625	FALSE											Tuskharoy					chec1245	#996600	#996633			no
664	Kharkaroy	Харкарой		42.72463	46.068851	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1542.5634765625	FALSE											Kharkaroy					chec1245	#996600	#996633			no
665	Arsoy	Арсой		42.725755	46.034167	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1579.14086914063	FALSE											Arsoy					chec1245	#996600	#996633			no
666	Buni	Буни		42.725755	46.034167	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1579.14086914063	FALSE	korjakov2006	map 8	Cheberloy	Чеберлоевский	Upper Cheberloy	Верхнечеберлоевский					Buni					chec1245	#996600	#996633			no
667	Kulinkhoy	Кулинхой		42.725755	46.034167	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1579.14086914063	FALSE											Kulinkhoy					chec1245	#996600	#996633			no
668	Rigakhoy	Ригахой		42.725755	46.034167	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1579.14086914063	FALSE											Rigakhoy					chec1245	#996600	#996633			no
669	Sakhani	Сахани		42.725931	45.22735	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1335.2666015625	FALSE											Sakhani					chec1245	#996600	#996633			no
670	Baskhoy	Басхой		42.726667	45.4225	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1313.28503417969	FALSE											Baskhoy					chec1245	#996600	#996633			no
671	Pezh-baskhoy	Пеж-басхой		42.726787	45.423122	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1304.69958496094	FALSE											Pezh-baskhoy					chec1245	#996600	#996633			no
672	Boturchu	Ботурчу		42.72694	45.54556	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1249.0654296875	FALSE											Boturchu					chec1245	#996600	#996633			no
673	Tunzhi-aul	Тунжи-аул		42.727656	46.048118	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1548.58532714844	FALSE											Tunzhi-aul					chec1245	#996600	#996633			no
674	Beki	Беки		42.7291	45.368891	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1448.65576171875	FALSE											Beki					chec1245	#996600	#996633			no
675	Tongakhoy	Тонгахой		42.729134	45.465145	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1144.01062011719	FALSE											Tongakhoy					chec1245	#996600	#996633			no
676	Itum-kali	Итум-кали		42.730833	45.571944	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	783.280456542969	FALSE	korjakov2006	map 8	Itum-Kali	Итум-калинский	Chanti	Чантинский					Itum-kali			Itumkala	itum1244	chec1245	#996600	#996633			no
677	Korichu	Коричу		42.73195	45.4	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1346.2255859375	FALSE											Korichu					chec1245	#996600	#996633			no
678	Shundi	Шунди		42.732778	45.358611	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1183.20581054688	FALSE											Shundi					chec1245	#996600	#996633			no
679	Shyunda	Шюнда		42.732778	45.358611	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1183.20581054688	FALSE											Shyunda					chec1245	#996600	#996633			no
680	Kay	Кай		42.7332	45.25552	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	2249.97900390625	FALSE											Kay					chec1245	#996600	#996633			no
681	Gezakh	Гезах		42.733611	45.441667	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1515.21362304688	FALSE											Gezakh					chec1245	#996600	#996633			no
682	Gezekhoy	Гезехой		42.733611	45.441667	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1515.21362304688	FALSE											Gezekhoy					chec1245	#996600	#996633			no
683	Tundukh	Тундух		42.734574	46.04	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1492.85815429688	FALSE	arsakhanov1969	37	Cheberloy	Чеберлоевский							Tundukh					chec1245	#996600	#996633			no
684	Ikil'chi	Икильчи		42.735345	45.212748	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1426.9560546875	FALSE											Ikil'chi					chec1245	#996600	#996633			no
685	Ikharoy	Ихарой		42.735663	46.083421	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1700.14916992187	FALSE											Ikharoy					chec1245	#996600	#996633			no
686	Erstakho	Эрстахо		42.736111	45.396389	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1338.62316894531	FALSE											Erstakho					chec1245	#996600	#996633			no
687	Erstakhoy	Эрстахой		42.736111	45.396389	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1338.62316894531	FALSE											Erstakhoy					chec1245	#996600	#996633			no
688	Obuzalaul	Обузалаул		42.736781	46.064346	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1502.77233886719	FALSE											Obuzalaul					chec1245	#996600	#996633			no
689	Nakhorusty	Нахорусты		42.736884	45.242665	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	2052.9072265625	FALSE											Nakhorusty					chec1245	#996600	#996633			no
690	Cinchemekhi	Цинчемехи		42.737644	45.227823	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1947.99108886719	FALSE											Cinchemekhi					chec1245	#996600	#996633			no
691	Charydy	Чарыды		42.738027	45.904195	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1329.85913085938	FALSE											Charydy					chec1245	#996600	#996633			no
692	Baskho	Басхо		42.741171	45.547363	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1329.41149902344	FALSE											Baskho					chec1245	#996600	#996633			no
693	Benesty	Бенесты		42.741458	45.221111	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1866.19787597656	FALSE											Benesty					chec1245	#996600	#996633			no
694	Khildekharoy	Хилдехарой		42.748333	45.667778	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1270.72216796875	FALSE											Khildekharoy					chec1245	#996600	#996633			no
695	Terta	Терта		42.74854	45.19644	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1587.31652832031	FALSE											Terta					chec1245	#996600	#996633			no
696	Makazhoy	Макажой		42.749168	46.064999	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1704.94665527344	FALSE	korjakov2006	map 8	Cheberloy	Чеберлоевский	Upper Cheberloy	Верхнечеберлоевский					Makazhoy					chec1245	#996600	#996633			no
697	Kokadoy	Кокадой		42.749722	45.583889	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	830.855285644531	FALSE											Kokadoy					chec1245	#996600	#996633			no
698	El'deporoy	Эльдепорой		42.75036	45.3921	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1345.08361816406	FALSE											El'deporoy					chec1245	#996600	#996633			no
699	Khoy	Хой		42.750984	46.127223	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1736.08984375	FALSE	arsakhanov1969	37	Cheberloy	Чеберлоевский							Khoy					chec1245	#996600	#996633			no
700	Alikhanaul	Алиханаул		42.751391	46.050726	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1700.78198242188	FALSE											Alikhanaul					chec1245	#996600	#996633			no
701	Charakhaul	Чарахаул		42.751768	46.05799	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1743.8740234375	FALSE											Charakhaul					chec1245	#996600	#996633			no
702	Meshi	Меши		42.752222	45.178611	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1706.50305175781	FALSE	arsakhanov1969	37	Melkhi	Мелхинский							Meshi			Melkhin	melk1240	chec1245	#996600	#996633			no
703	Bugaroy	Бугарой		42.754722	45.616667	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1515.08618164062	FALSE											Bugaroy					chec1245	#996600	#996633			no
704	Ari-aul	Ари-аул		42.755433	46.027349	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1838.66015625	FALSE											Ari-aul					chec1245	#996600	#996633			no
705	Senakhoy	Сенахой		42.757193	45.410183	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1609.8251953125	FALSE											Senakhoy					chec1245	#996600	#996633			no
706	Nokhchi-keloy	Нохчи-келой		42.757485	45.93201	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1132.38952636719	FALSE	korjakov2006	map 8	Cheberloy	Чеберлоевский	Day	Дайский					Nokhchi-keloy					chec1245	#996600	#996633			no
707	Bavloy	Бавлой		42.7575	45.450833	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1269.76733398438	FALSE											Bavloy					chec1245	#996600	#996633			no
708	Bauloy	Баулой		42.7575	45.450833	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1269.76733398438	FALSE											Bauloy					chec1245	#996600	#996633			no
709	Kezenoy	Кезеной		42.758113	46.120906	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1773.09228515625	FALSE											Kezenoy					chec1245	#996600	#996633			no
710	Zumsoy	Зумсой		42.758333	45.640278	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1100.62902832031	FALSE											Zumsoy					chec1245	#996600	#996633			no
711	Tukhoy	Тухой		42.759357	45.436405	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1445.41796875	FALSE											Tukhoy					chec1245	#996600	#996633			no
712	Konzhukhoy	Конжухой		42.76104	45.591216	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	755.4677734375	FALSE											Konzhukhoy					chec1245	#996600	#996633			no
713	Dzhelashkhoy	Джелашхой		42.762717	45.401728	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1776.11401367188	FALSE											Dzhelashkhoy					chec1245	#996600	#996633			no
714	Kenakho	Кенахо		42.763056	45.357778	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1722.18481445313	FALSE											Kenakho					chec1245	#996600	#996633			no
715	Dzheloshka	Джелошка		42.764119	46.062327	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	2074.76416015625	FALSE											Dzheloshka					chec1245	#996600	#996633			no
716	Ezikho	Эзихо		42.766389	45.503611	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1598.63146972656	FALSE											Ezikho					chec1245	#996600	#996633			no
717	Kuloy	Кулой		42.767584	45.956857	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1361.5205078125	FALSE											Kuloy					chec1245	#996600	#996633			no
718	Oshni	Ошни		42.770556	45.378333	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1350.43725585938	FALSE	arsakhanov1969	37	Galanchozh	Галанчожский							Oshni					chec1245	#996600	#996633			no
719	Idakh	Идах		42.771111	45.448333	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1457.45556640625	FALSE											Idakh					chec1245	#996600	#996633			no
720	Day	Дай		42.771944	45.854722	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	919.003845214844	FALSE	korjakov2006	map 8	Cheberloy	Чеберлоевский	Day	Дайский					Day					chec1245	#996600	#996633			no
721	Bosoy	Босой		42.776391	45.902043	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1625.03149414063	FALSE	arsakhanov1969	37	Cheberloy	Чеберлоевский							Bosoy					chec1245	#996600	#996633			no
722	Ushkaloy	Ушкалой		42.777778	45.611389	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	715.506408691406	FALSE											Ushkaloy					chec1245	#996600	#996633			no
723	Celtakumoy	Целтакумой		42.780514	45.459004	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1603.18908691406	FALSE											Celtakumoy					chec1245	#996600	#996633			no
724	Chubakh-keneroy	Чубах-кенерой		42.781034	45.915814	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1587.94348144531	FALSE											Chubakh-keneroy					chec1245	#996600	#996633			no
725	Geshi	Геши		42.783688	45.317959	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1476.47985839844	FALSE											Geshi					chec1245	#996600	#996633			no
726	Mockaroy	Моцкарой		42.78464	45.38695	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1512.51428222656	FALSE											Mockaroy					chec1245	#996600	#996633			no
727	Achaloy	Ачалой		42.784786	45.971356	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1607.91186523437	FALSE	arsakhanov1969	37	Cheberloy	Чеберлоевский							Achaloy					chec1245	#996600	#996633			no
728	Pyetyeaul	Пыетыеаул		42.7862	46.006488	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1653.66979980469	FALSE											Pyetyeaul					chec1245	#996600	#996633			no
729	Tushikaul	Тушикаул		42.789305	46.018159	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1833.78063964844	FALSE											Tushikaul					chec1245	#996600	#996633			no
730	Gemoroy	Геморой		42.791802	45.30704	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1512.59387207031	FALSE											Gemoroy					chec1245	#996600	#996633			no
731	Meshteroy	Мештерой		42.791802	45.30704	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1512.59387207031	FALSE											Meshteroy					chec1245	#996600	#996633			no
732	Gukhoy	Гухой		42.791944	45.55	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1187.1162109375	FALSE	korjakov2006	map 8	Itum-Kali	Итум-калинский	Chinkhoy	Чинхойский					Gukhoy			Itumkala	itum1244	chec1245	#996600	#996633			no
733	Chokhoy	Чохой		42.79528	45.47041	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	2064.576171875	FALSE											Chokhoy					chec1245	#996600	#996633			no
734	Mamonaul	Мамонаул		42.795508	46.018485	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1808.09130859375	FALSE											Mamonaul					chec1245	#996600	#996633			no
735	Sanoy	Саной		42.796389	45.791111	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1098.59423828125	FALSE	korjakov2006	map 8	Cheberloy	Чеберлоевский	Day	Дайский					Sanoy					chec1245	#996600	#996633			no
736	Guchum-kali	Гучум-кали		42.796944	45.63	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	915.888977050781	FALSE	arsakhanov1969	37	Itum-Kali	Итум-калинский							Guchum-kali			Itumkala	itum1244	chec1245	#996600	#996633			no
737	Bekeyaul	Бекейаул		42.798395	45.975564	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1644.8818359375	FALSE											Bekeyaul					chec1245	#996600	#996633			no
738	Nizhniy kiy	Нижний кий		42.8	45.266667	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1739.94128417969	FALSE											Nizhniy kiy					chec1245	#996600	#996633			no
739	Otta	Отта		42.80278	45.38437	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1923.43151855469	FALSE											Otta					chec1245	#996600	#996633			no
740	Chureymokhk	Чуреймохк		42.805749	45.950235	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1628.08056640625	FALSE											Chureymokhk					chec1245	#996600	#996633			no
741	Bashin-kali	Башин-кали		42.805843	45.619154	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	764.429504394531	FALSE											Bashin-kali					chec1245	#996600	#996633			no
742	Arapoaul	Арапоаул		42.807979	45.971635	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1927.88659667969	FALSE											Arapoaul					chec1245	#996600	#996633			no
743	Verkhniy Kiy	Верхний кий		42.808056	45.2475	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1716.03442382813	FALSE											Verkhniy Kiy					chec1245	#996600	#996633			no
744	Verkhniy-bara	Верхний-бара		42.809444	45.42	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1758.17602539062	FALSE											Verkhniy-bara					chec1245	#996600	#996633			no
745	Tarsenaul	Тарсенаул		42.810232	46.031935	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1926.91491699219	FALSE											Tarsenaul					chec1245	#996600	#996633			no
746	Kurakhi	Курахи		42.811878	45.300976	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1949.73461914063	FALSE											Kurakhi					chec1245	#996600	#996633			no
747	Sharo-argun	Шаро-аргун		42.812222	45.818056	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	821.741333007813	FALSE	korjakov2006	map 8	Cheberloy	Чеберлоевский	Day	Дайский					Sharo-argun					chec1245	#996600	#996633			no
748	Nezheloy	Нежелой		42.813029	45.905298	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1209.87060546875	FALSE											Nezheloy					chec1245	#996600	#996633			no
749	Bushni	Бушни		42.81474	45.3854	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	2004.38928222656	FALSE											Bushni					chec1245	#996600	#996633			no
750	Mulkoy	Мулкой		42.815278	45.534167	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1182.85791015625	FALSE											Mulkoy					chec1245	#996600	#996633			no
751	Baginaul	Багинаул		42.816586	45.926653	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1641.23205566406	FALSE											Baginaul					chec1245	#996600	#996633			no
752	Bakinaul	Бакинаул		42.818714	45.930168	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1704.56774902344	FALSE											Bakinaul					chec1245	#996600	#996633			no
753	Pariaul	Париаул		42.821457	46.024116	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	2114.83251953125	FALSE											Pariaul					chec1245	#996600	#996633			no
754	Nikaroy	Никарой		42.822218	45.366323	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1781.7763671875	FALSE	arsakhanov1969	37	Galanchozh	Галанчожский							Nikaroy					chec1245	#996600	#996633			no
755	Keymekhki	Кеймехки		42.8225	45.224167	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1817.2021484375	FALSE											Keymekhki					chec1245	#996600	#996633			no
756	Bogacheroy	Богачерой		42.824533	45.86431	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1007.61834716797	FALSE											Bogacheroy					chec1245	#996600	#996633			no
757	Erdychi	Ердычи		42.830556	45.190278	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	2017.80017089844	FALSE											Erdychi					chec1245	#996600	#996633			no
758	Tumsoy	Тумсой		42.833333	45.63	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	894.984680175781	FALSE											Tumsoy					chec1245	#996600	#996633			no
759	Gaziaul	Газиаул		42.833774	45.936593	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1696.48547363281	FALSE											Gaziaul					chec1245	#996600	#996633			no
760	Musolt-aul	Мусолт-аул		42.833849	45.772461	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1052.33972167969	FALSE											Musolt-aul					chec1245	#996600	#996633			no
761	Dzhubikaul	Джубикаул		42.834107	45.924044	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1593.92578125	FALSE											Dzhubikaul					chec1245	#996600	#996633			no
762	Dekh-yiste	Дех-йисте		42.835555	45.731973	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	762.419982910156	FALSE											Dekh-yiste					chec1245	#996600	#996633			no
763	Ochaki	Очаки		42.838889	45.322222	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1805.68713378906	FALSE											Ochaki					chec1245	#996600	#996633			no
764	Khal-kiloy	Хал-килой		42.838889	45.818056	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1156.52941894531	FALSE											Khal-kiloy					chec1245	#996600	#996633			no
765	Kozhvinchu	Кожвинчу		42.840278	45.223611	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1850.63391113281	FALSE											Kozhvinchu					chec1245	#996600	#996633			no
766	Nikhaloy	Нихалой		42.840278	45.662778	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	612.3564453125	FALSE	arsakhanov1969	37	Itum-Kali	Итум-калинский							Nikhaloy			Itumkala	itum1244	chec1245	#996600	#996633			no
767	Satti	Сатти		42.840278	45.706111	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	706.867248535156	FALSE											Satti					chec1245	#996600	#996633			no
768	Khakhalgi	Хахалги		42.840278	45.155556	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	2675.3681640625	FALSE											Khakhalgi					chec1245	#996600	#996633			no
769	Aslanbek-sheripovo	Асланбек-шерипово		42.841637	45.754997	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	973.320739746094	FALSE											Aslanbek-sheripovo					chec1245	#996600	#996633			no
770	Muskali	Мускали		42.841914	45.736043	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	804.226745605469	FALSE											Muskali					chec1245	#996600	#996633			no
771	Urdyukhoy	Урдюхой		42.842357	45.702284	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	688.662536621094	FALSE											Urdyukhoy					chec1245	#996600	#996633			no
